id,ime,fakulteta,univerza,predmeti,st_ocen,ocena
2932,Krašna Marjan,Filozofska Fakulteta,Univerza v Mariboru,"['Računalništvo za psihologe', 'Računalništvo za psihologe']",124,2.0

2933,Lahe Danijela,Filozofska Fakulteta,Univerza v Mariboru,['Uvod v sociologijo'],22,3.2

2934,Molan Marija,Filozofska Fakulteta,Univerza v Mariboru,[''],3,1.0

2935,Mumel Damijan,Filozofska Fakulteta,Univerza v Mariboru,"['Vedenje odjemalcev', 'Psihologija v organizacijah', 'Psihologija v organizacijah - izbrane vsebine']",48,1.9

2936,Musil Bojan,Filozofska Fakulteta,Univerza v Mariboru,"['Zgodovina in metode psihologije', 'Socialna psihologija', 'Medosebni odnosi in komunikacija']",157,2.8

2937,Peter Praper,Filozofska Fakulteta,Univerza v Mariboru,[''],35,2.7

2938,Pfifer Ajda,Filozofska Fakulteta,Univerza v Mariboru,[''],24,3.5

2939,Plohl Nejc,Filozofska Fakulteta,Univerza v Mariboru,[''],9,4.3

2940,Poštuvan Vita,Filozofska Fakulteta,Univerza v Mariboru,['Psihološko-metodološki praktikum'],63,2.9

2941,Rakovec Felser Zlatka,Filozofska Fakulteta,Univerza v Mariboru,[''],25,1.2

2942,Repolusk Samo,Filozofska Fakulteta,Univerza v Mariboru,[''],53,3.9

2943,Rupnik Marjan,Filozofska Fakulteta,Univerza v Mariboru,"['Filozofija', 'Fiziologija', 'Nevrofiziologija']",86,3.6

2944,Skelin Maša,Filozofska Fakulteta,Univerza v Mariboru,[''],30,3.2

2945,Skelni Maša,Filozofska Fakulteta,Univerza v Mariboru,[''],6,2.2

2946,Sojar Voglar Bor,Filozofska Fakulteta,Univerza v Mariboru,[''],29,4.4

2947,Tement Sara,Filozofska Fakulteta,Univerza v Mariboru,[''],171,3.1

2948,Vidmar Maša,Filozofska Fakulteta,Univerza v Mariboru,['Psihični razvoj od spočetja do mladostništva'],7,4.6

2949,Vuk Godina Vesna,Filozofska Fakulteta,Univerza v Mariboru,"['Kvalitativna metodologija', 'Socialna in kulturna antropologija', 'Kvalitativna metodologija', 'Socialna in kulturna antropologija']",250,2.8

2950,Zorjan Saša,Filozofska Fakulteta,Univerza v Mariboru,[''],52,4.5

2951,Šimek Damjan,Filozofska Fakulteta,Univerza v Mariboru,"['Osebnost', 'Psihološko svetovanje v izobraževanju', 'Pedagoška psihologija']",106,4.0

2952,Bojan Musil,Filozofska Fakulteta,Univerza v Mariboru,['Socialna psihologija'],22,2.4

2953,Cupar Tina,Filozofska Fakulteta,Univerza v Mariboru,"['Statistika za družboslovce', 'Sociologija mladine', 'Uvod v mladinsko delo in raziskovanje mladine', 'Sociologija religije', 'Teorije kriminalitete in deviantnosti ']",23,2.0

2954,Danijela Lahe,Filozofska Fakulteta,Univerza v Mariboru,"[' sociologija družine', 'Socialna gerontologija', 'Sociologija spolov', 'Obča sociologija I']",20,3.4

2955,Flere Sergej,Filozofska Fakulteta,Univerza v Mariboru,['Sociološke teorije'],23,2.0

2956,Gartner Smilijana,Filozofska Fakulteta,Univerza v Mariboru,['Temelji filozofske misli'],19,1.9

2957,Godina Golija Maja,Filozofska Fakulteta,Univerza v Mariboru,[''],15,3.4

2958,Goriup Jana,Filozofska Fakulteta,Univerza v Mariboru,[''],25,2.3

2959,Katja Plemenitaš,Filozofska Fakulteta,Univerza v Mariboru,[''],13,1.9

2960,Kobše Žiga,Filozofska Fakulteta,Univerza v Mariboru,"['Metodologija II', 'Analiza družboslovnih in humanističnih besedil', 'Analiza neevropskih družb', 'Socialna antropologija II', 'Socialna antropologija I']",32,4.1

2961,Kračun Davorin,Filozofska Fakulteta,Univerza v Mariboru,['Uvod v ekonomijo'],13,1.5

2962,Lavrič Miran,Filozofska Fakulteta,Univerza v Mariboru,[''],29,4.3

2963,Marič Mojca,Filozofska Fakulteta,Univerza v Mariboru,[''],4,5.0

2964,Melita Kukovec,Filozofska Fakulteta,Univerza v Mariboru,[''],10,1.4

2965,Mohar Tjaša,Filozofska Fakulteta,Univerza v Mariboru,[''],16,2.0

2966,Naterer Andrej,Filozofska Fakulteta,Univerza v Mariboru,[''],26,2.6

2967,Rudi Klanjšek,Filozofska Fakulteta,Univerza v Mariboru,[''],24,3.5

2968,Ruttar Tibor,Filozofska Fakulteta,Univerza v Mariboru,[''],28,4.3

2969,Saša Zorjan,Filozofska Fakulteta,Univerza v Mariboru,[''],23,4.0

2970,Suzana Košir,Filozofska Fakulteta,Univerza v Mariboru,[''],8,2.2

2971,Tavčar-krajnc Marina,Filozofska Fakulteta,Univerza v Mariboru,[''],21,1.1

2972,Vesna Godina Vuk,Filozofska Fakulteta,Univerza v Mariboru,[''],27,3.6

2973,Vezjak Boris,Filozofska Fakulteta,Univerza v Mariboru,[''],14,4.1

2974,Javornik Krečič Marija,Filozofska Fakulteta,Univerza v Mariboru,[''],19,3.5

2975,Kovač Jernej,Filozofska Fakulteta,Univerza v Mariboru,[''],12,4.7

2976,Protner Edvard,Filozofska Fakulteta,Univerza v Mariboru,[''],19,3.5

2977,Pušnik Maja,Filozofska Fakulteta,Univerza v Mariboru,[''],1,3.0

2978,Schmidt Majda,Filozofska Fakulteta,Univerza v Mariboru,[''],8,4.2

2979,Borko Elko,Medicinska fakulteta,Univerza v Mariboru,[''],17,3.8

2980,Brumen Milan,Medicinska fakulteta,Univerza v Mariboru,['Biofizika'],55,3.9

2981,Gregorčič Alojz,Medicinska fakulteta,Univerza v Mariboru,[''],6,4.0

2982,Hočevar Marko,Medicinska fakulteta,Univerza v Mariboru,"['Onkologija in radiologija', 'Onkologija in radioterapija']",7,3.9

2983,Kores Plesničar Blanka,Medicinska fakulteta,Univerza v Mariboru,['Psihiatrija'],5,3.0

2984,Maja Rupnik,Medicinska fakulteta,Univerza v Mariboru,[''],70,2.6

2985,Malešič Ivan,Medicinska fakulteta,Univerza v Mariboru,['Klinična biokemija'],14,2.5

2986,Pahor Dušica,Medicinska fakulteta,Univerza v Mariboru,['Oftalmologija'],10,4.3

2987,Pejković Božena,Medicinska fakulteta,Univerza v Mariboru,['Anatomija'],99,3.9

2988,Pivec Gregor,Medicinska fakulteta,Univerza v Mariboru,['Uvod v medicino i.'],38,1.5

2989,Slak Rupnik Marjan,Medicinska fakulteta,Univerza v Mariboru,['Fiziologija'],69,2.5

2990,Stožer Andraž,Medicinska fakulteta,Univerza v Mariboru,['Fiziologija'],43,4.2

2991,Šuler Marko,Medicinska fakulteta,Univerza v Mariboru,[''],1,1.0

2992,Denac Olga,Pedagoška fakulteta,Univerza v Mariboru,['Glasbene urice'],28,1.9

2993,Grajfoner Samuel,Pedagoška fakulteta,Univerza v Mariboru,['Likovna umetnost'],17,2.7

2994,Ilić Olivera,Pedagoška fakulteta,Univerza v Mariboru,['Lutke'],29,2.1

2995,Licardo Marta,Pedagoška fakulteta,Univerza v Mariboru,['Specialna pedagogika'],39,3.3

2996,Rajh Bernard,Pedagoška fakulteta,Univerza v Mariboru,[''],33,4.1

2997,Rajšp Martina,Pedagoška fakulteta,Univerza v Mariboru,['Didaktika naravoslovja in tehnike'],22,4.7

2998,Planinšec Jurij,Pedagoška fakulteta,Univerza v Mariboru,['Didaktika športne vzgoje'],2,4.5

2999,Kobal Cveto,Pedagoška fakulteta,Univerza v Mariboru,[''],1,1.0

3000,Kovačič Alojz Slavko,Pedagoška fakulteta,Univerza v Mariboru,[''],1,5.0

3001,Bašić Hrvatin Sandra,Fakulteta za humanistične študije,Univerza na Primorskem,[''],72,3.1

3002,Beguš Ana,Fakulteta za humanistične študije,Univerza na Primorskem,['Pisanje znanstvenih in strokovnih besedil'],26,3.5

3003,Brečko Grubar Valentina,Fakulteta za humanistične študije,Univerza na Primorskem,[''],14,3.3

3004,Bufon Milan,Fakulteta za humanistične študije,Univerza na Primorskem,[''],55,1.6

3005,Furlan Marina,Fakulteta za humanistične študije,Univerza na Primorskem,[''],17,2.6

3006,Gosar Anton,Fakulteta za humanistične študije,Univerza na Primorskem,[''],12,3.4

3007,Grušovnik Tomaž,Fakulteta za humanistične študije,Univerza na Primorskem,[''],23,3.4

3008,Guštin Mitja,Fakulteta za humanistične študije,Univerza na Primorskem,[''],25,2.2

3009,Hrobat Virloget Katja,Fakulteta za humanistične študije,Univerza na Primorskem,[''],2,3.0

3010,Kavrečič Petra,Fakulteta za humanistične študije,Univerza na Primorskem,['Zgodovina istre in primorske'],11,2.9

3011,Klabjan Borut,Fakulteta za humanistične študije,Univerza na Primorskem,[''],46,2.3

3012,Kotnik Vlado,Fakulteta za humanistične študije,Univerza na Primorskem,[''],64,2.9

3013,Kozak Krištof Jacek,Fakulteta za humanistične študije,Univerza na Primorskem,[''],57,2.3

3014,Kralj Ana,Fakulteta za humanistične študije,Univerza na Primorskem,['Zgodovina antike'],40,4.0

3015,Krečič Peter,Fakulteta za humanistične študije,Univerza na Primorskem,[''],8,3.9

3016,Lenarčič Blaž,Fakulteta za humanistične študije,Univerza na Primorskem,[''],49,3.4

3017,Medica Karmen,Fakulteta za humanistične študije,Univerza na Primorskem,"['Mediji in družbene manjšine', 'Filmske študije']",26,2.0

3018,Mikolič Vesna,Fakulteta za humanistične študije,Univerza na Primorskem,[''],59,2.4

3019,Motoh Helena,Fakulteta za humanistične študije,Univerza na Primorskem,[''],24,3.0

3020,Nikolai Jeffs,Fakulteta za humanistične študije,Univerza na Primorskem,[''],57,4.1

3021,Panjek Aleksander,Fakulteta za humanistične študije,Univerza na Primorskem,[''],43,2.1

3022,Pelikan Egon,Fakulteta za humanistične študije,Univerza na Primorskem,[''],44,1.7

3023,Pirjevec Jože,Fakulteta za humanistične študije,Univerza na Primorskem,[''],51,2.2

3024,Pobežin Gregor,Fakulteta za humanistične študije,Univerza na Primorskem,"['Zgodovina antike', 'Kulturni in duhovni svet antike', 'Antika - izbrana poglavja', 'Antični viri in epigrafika', 'Latinski jezik in osnove epigrafike', 'Latinski jezik in osnove epigrafike 2']",98,3.8

3025,Potocco Marcello,Fakulteta za humanistične študije,Univerza na Primorskem,[''],32,3.0

3026,Praprotnik Tadej,Fakulteta za humanistične študije,Univerza na Primorskem,['Študije seksualnosti'],7,1.9

3027,Schuller Aleksandra,Fakulteta za humanistične študije,Univerza na Primorskem,[''],25,3.4

3028,Sedmak Mateja,Fakulteta za humanistične študije,Univerza na Primorskem,[''],31,3.7

3029,Sekloča Peter,Fakulteta za humanistične študije,Univerza na Primorskem,[''],23,1.5

3030,Spreizer Alenka,Fakulteta za humanistične študije,Univerza na Primorskem,[''],28,2.6

3031,Sprinčnik Daša,Fakulteta za humanistične študije,Univerza na Primorskem,"['Zgodovina mojih razmerij', 'Arheologija moje vagine']",1,1.0

3032,Stankovič Peter,Fakulteta za humanistične študije,Univerza na Primorskem,"['Filmske študije', 'Popularna kultura']",9,3.3

3033,Studen Andrej,Fakulteta za humanistične študije,Univerza na Primorskem,[''],9,4.3

3034,Svetlič Rok,Fakulteta za humanistične študije,Univerza na Primorskem,[''],24,2.0

3035,T. Vatovec Matej,Fakulteta za humanistične študije,Univerza na Primorskem,[''],14,2.4

3036,Terčelj Marija Mojca,Fakulteta za humanistične študije,Univerza na Primorskem,[''],22,2.8

3037,Toporišič Tomaž,Fakulteta za humanistične študije,Univerza na Primorskem,[''],9,3.9

3038,Tucovič Vladka,Fakulteta za humanistične študije,Univerza na Primorskem,[''],34,3.6

3039,Uhan Samo,Fakulteta za humanistične študije,Univerza na Primorskem,[''],20,3.0

3040,Vinkler Jonatan,Fakulteta za humanistične študije,Univerza na Primorskem,[''],62,3.9

3041,Zajc Martina,Fakulteta za humanistične študije,Univerza na Primorskem,[''],1,2.0

3042,Čebron Neva,Fakulteta za humanistične študije,Univerza na Primorskem,[''],36,3.0

3043,Čeč Dragica,Fakulteta za humanistične študije,Univerza na Primorskem,['Vzpon'],19,3.4

3044,Škof Lenart,Fakulteta za humanistične študije,Univerza na Primorskem,[''],37,2.8

3045,Škofic Jožica,Fakulteta za humanistične študije,Univerza na Primorskem,[''],13,5.0

3046,Šmid Katarina,Fakulteta za humanistične študije,Univerza na Primorskem,[''],5,4.4

3047,Šumenjak Klara,Fakulteta za humanistične študije,Univerza na Primorskem,[''],28,4.6

3048,Švab Alenka,Fakulteta za humanistične študije,Univerza na Primorskem,"['študije spolov', 'Študije seksualnosti']",27,3.3

3049,Ženko Ernest Fhš,Fakulteta za humanistične študije,Univerza na Primorskem,"['Psihoanaliza in kultura', 'Medijska industrija', 'Propaganda in film']",53,4.3

3050,Brodnik Vilma,Fakulteta za humanistične študije,Univerza na Primorskem,['Zgodovina'],3,4.3

3051,Kovačič Gregor,Fakulteta za humanistične študije,Univerza na Primorskem,[''],7,3.3

3052,Ante Kuzmanić Tonči,Fakulteta za management Koper,Univerza na Primorskem,['Etika'],70,3.4

3053,Antončič Boštjan,Fakulteta za management Koper,Univerza na Primorskem,['Podjetništvo'],9,2.1

3054,Bavec Cene,Fakulteta za management Koper,Univerza na Primorskem,"['Urejenost organizacije', 'Uvod v management']",24,3.8

3055,Bohinc Rado,Fakulteta za management Koper,Univerza na Primorskem,['Gospodarsko pravo'],34,2.2

3056,Bratina Danijel,Fakulteta za management Koper,Univerza na Primorskem,['Trženjsko raziskovanje'],19,3.0

3057,Celinšek Dubravka,Fakulteta za management Koper,Univerza na Primorskem,[''],4,4.5

3058,Djokić Danila,Fakulteta za management Koper,Univerza na Primorskem,[''],27,1.7

3059,Dolenc Primož,Fakulteta za management Koper,Univerza na Primorskem,"['Denar in finance', 'Poslovne finance']",15,3.0

3060,Faganel Armand,Fakulteta za management Koper,Univerza na Primorskem,"['Marketing ', 'Medorganizacijski marketing', 'Vedenje odjemalcev', 'Prodaja in odnosni marketing', 'Marketing nepridobitnih organizacij']",78,4.3

3061,Florjančič Viktorija,Fakulteta za management Koper,Univerza na Primorskem,[''],4,3.2

3062,Fošner Ajda,Fakulteta za management Koper,Univerza na Primorskem,[''],24,2.7

3063,Franca Valentina,Fakulteta za management Koper,Univerza na Primorskem,['Pridobivanje in razvoj kadrov'],56,2.8

3064,Godnov Uroš,Fakulteta za management Koper,Univerza na Primorskem,[''],32,3.6

3065,Jalušič Vlasta,Fakulteta za management Koper,Univerza na Primorskem,[''],15,2.5

3066,Janeš Aleksander,Fakulteta za management Koper,Univerza na Primorskem,"['Management kakovosti', 'Management proizvodnje in inoviranja']",16,2.4

3067,Jerman Mateja,Fakulteta za management Koper,Univerza na Primorskem,[''],21,3.7

3068,Kavčič Klemen,Fakulteta za management Koper,Univerza na Primorskem,"['Strateški management', 'Denar in finance']",27,2.5

3069,Kodrič Borut,Fakulteta za management Koper,Univerza na Primorskem,['Raziskovanje v managementu'],8,3.4

3070,Krapež Katarina,Fakulteta za management Koper,Univerza na Primorskem,[''],7,3.3

3071,Likar Borut,Fakulteta za management Koper,Univerza na Primorskem,[''],7,2.4

3072,Malej Matevž,Fakulteta za management Koper,Univerza na Primorskem,[''],6,3.8

3073,Manzin Massimo,Fakulteta za management Koper,Univerza na Primorskem,[''],28,4.1

3074,Markič Mirko,Fakulteta za management Koper,Univerza na Primorskem,['Projektni managemen'],44,3.3

3075,Mevlja Bojan,Fakulteta za management Koper,Univerza na Primorskem,[''],6,4.5

3076,Milost Franko,Fakulteta za management Koper,Univerza na Primorskem,"['Kadri kot premoženje podjetja', 'Računovodstvo ']",88,3.8

3077,Nastav Bojan,Fakulteta za management Koper,Univerza na Primorskem,[''],9,4.0

3078,Nemanić Nemanja,Fakulteta za management Koper,Univerza na Primorskem,[''],5,2.2

3079,Novak Matjaž,Fakulteta za management Koper,Univerza na Primorskem,"['Uvod v ekonomijo', 'Ekonomski vidiki managementa']",72,3.7

3080,Pofuk Tin,Fakulteta za management Koper,Univerza na Primorskem,[''],7,4.6

3081,Rodman Karmen,Fakulteta za management Koper,Univerza na Primorskem,[''],11,2.5

3082,Sedmak Suzana,Fakulteta za management Koper,Univerza na Primorskem,[''],14,1.8

3083,Sulčič Viktorija,Fakulteta za management Koper,Univerza na Primorskem,"['Poslovna informatika', 'Management e-poslovanja']",33,2.0

3084,Vodovnik Zvone,Fakulteta za management Koper,Univerza na Primorskem,['Delovno in socialno pravo'],36,2.1

3085,Čepar Žiga,Fakulteta za management Koper,Univerza na Primorskem,[''],6,4.7

3086,Šušeršič Janez,Fakulteta za management Koper,Univerza na Primorskem,"['Ekonomska politika', 'Ekonomija']",23,2.5

3087,Biloslavo Roberto,Fakulteta za management Koper,Univerza na Primorskem,"['Management in organizacija', 'Strateški management ', 'Management in organizacija', 'Strateški management ']",10,2.6

3088,Dubrovski Drago,Fakulteta za management Koper,Univerza na Primorskem,"['Management mednarodnega trženja', 'Oblike in tehnike mednarodnega poslovanja']",10,4.2

3089,Strašek Rok,Fakulteta za management Koper,Univerza na Primorskem,"['Matematika v ekonomiji in financah', 'Kvantitativna metodologija v managementu']",16,1.9

3090,Trnavčević Anita,Fakulteta za management Koper,Univerza na Primorskem,"['Raziskovanje v managementu', 'Marketing v izobraževanju']",10,3.7

3091,Žižmond Egon,Fakulteta za management Koper,Univerza na Primorskem,"['Ekonomska politika', 'Ekonomski vidiki managementa', 'Ekonomija']",10,2.8

3092,Erčulj Dr. Justina,Fakulteta za management Koper,Univerza na Primorskem,[''],13,1.7

3093,Antončič Iva,"Fakulteta za matematiko, naravoslovje in informacijske tehnologije",Univerza na Primorskem,"['Algebra 1', 'Analiza 1', 'Uporabna matematika za naravoslovce', 'Analiza 2', 'Algebra 2']",29,2.9

3094,Bandelj Dunja,"Fakulteta za matematiko, naravoslovje in informacijske tehnologije",Univerza na Primorskem,['Genetika'],22,4.3

3095,Bavec Cene,"Fakulteta za matematiko, naravoslovje in informacijske tehnologije",Univerza na Primorskem,[''],21,4.3

3096,Boldin Barbara,"Fakulteta za matematiko, naravoslovje in informacijske tehnologije",Univerza na Primorskem,"['Matematično modeliranje', 'Statistika', 'Uporabna matematika za naravoslovce', 'Matematična biologija']",11,4.3

3097,Brodnik Andrej,"Fakulteta za matematiko, naravoslovje in informacijske tehnologije",Univerza na Primorskem,"['Algoritmi in podatkovne strukture', 'Tor III']",45,4.3

3098,Bužan Elena,"Fakulteta za matematiko, naravoslovje in informacijske tehnologije",Univerza na Primorskem,['Splošna in anorganska kemija'],36,2.1

3099,Ficur Pavel,"Fakulteta za matematiko, naravoslovje in informacijske tehnologije",Univerza na Primorskem,"['Analiza 2', 'Management informacijsksih tehnologij', 'Sistemi 1', 'Računalniški praktikum', 'Tor I']",65,3.1

3100,Frelih Bostjan,"Fakulteta za matematiko, naravoslovje in informacijske tehnologije",Univerza na Primorskem,"['Algebra 1', 'Analiza 1', 'Diskretna matematika']",88,4.4

3101,Hjudurović Ademir,"Fakulteta za matematiko, naravoslovje in informacijske tehnologije",Univerza na Primorskem,['Diskretna matematika'],19,4.3

3102,Jurič Damjan,"Fakulteta za matematiko, naravoslovje in informacijske tehnologije",Univerza na Primorskem,"['Sistemi 2', 'Skriptni jeziki']",17,3.3

3103,Kavsek Branko,"Fakulteta za matematiko, naravoslovje in informacijske tehnologije",Univerza na Primorskem,"['Programiranje 1', 'Osnove umetne inteligence']",46,4.1

3104,Kljun Matjaž,"Fakulteta za matematiko, naravoslovje in informacijske tehnologije",Univerza na Primorskem,['Računalniški praktikum'],65,4.0

3105,Korosec Peter,"Fakulteta za matematiko, naravoslovje in informacijske tehnologije",Univerza na Primorskem,['Sistemi 1'],38,4.2

3106,Kramar Andrej,"Fakulteta za matematiko, naravoslovje in informacijske tehnologije",Univerza na Primorskem,"['Sistemi 1', 'Sistemi 3', 'Management it', 'Programiranje 2']",78,3.7

3107,Kutnar Klavdija,"Fakulteta za matematiko, naravoslovje in informacijske tehnologije",Univerza na Primorskem,['Algebra 3'],19,3.3

3108,Kuzma Bojan,"Fakulteta za matematiko, naravoslovje in informacijske tehnologije",Univerza na Primorskem,"['Analiza 1', 'Analiza 2', 'Analiza 3', 'Analiza iv']",75,2.4

3109,Lah Gorazd,"Fakulteta za matematiko, naravoslovje in informacijske tehnologije",Univerza na Primorskem,['Algebra 1'],40,4.0

3110,Man Tutor,"Fakulteta za matematiko, naravoslovje in informacijske tehnologije",Univerza na Primorskem,['Tutorstvo za oba spola'],14,4.7

3111,Mezgec Tine,"Fakulteta za matematiko, naravoslovje in informacijske tehnologije",Univerza na Primorskem,['Osnove operacijskega sistema dos'],22,4.3

3112,Miklavič Štefko,"Fakulteta za matematiko, naravoslovje in informacijske tehnologije",Univerza na Primorskem,[''],7,4.4

3113,Milanič Martin,"Fakulteta za matematiko, naravoslovje in informacijske tehnologije",Univerza na Primorskem,['Diskretna matematika'],17,4.3

3114,Orel Marko,"Fakulteta za matematiko, naravoslovje in informacijske tehnologije",Univerza na Primorskem,"['Verjetnost', 'Teorija mere']",18,3.8

3115,Pas David,"Fakulteta za matematiko, naravoslovje in informacijske tehnologije",Univerza na Primorskem,"['Programiranje 3', 'Tor I']",35,2.5

3116,Pašalić Enes,"Fakulteta za matematiko, naravoslovje in informacijske tehnologije",Univerza na Primorskem,['Algebra 4'],6,2.5

3117,Perman Mihael,"Fakulteta za matematiko, naravoslovje in informacijske tehnologije",Univerza na Primorskem,['Verjetnost'],11,4.4

3118,Pražnikar Jure,"Fakulteta za matematiko, naravoslovje in informacijske tehnologije",Univerza na Primorskem,"['Temelji fizike z biofiziko', 'Fizika']",9,2.1

3119,Prezelj Jasna,"Fakulteta za matematiko, naravoslovje in informacijske tehnologije",Univerza na Primorskem,['Kompleksna analiza'],4,3.0

3120,Rogelj Peter,"Fakulteta za matematiko, naravoslovje in informacijske tehnologije",Univerza na Primorskem,['Sistemi 3'],16,2.7
